No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
20209,2015,6,21,0,32,53,2,46,300,125,26.7,1005.6,12.4,0,SW,2,Aotizhongxin
20221,2015,6,21,12,50,50,4,49,500,184,29.4,1004.2,12.3,0,SW,3,Aotizhongxin
20233,2015,6,22,0,62,125,18,37,1500,140,25.8,1002.1,13.3,0,SW,1.7,Aotizhongxin
20245,2015,6,22,12,106,106,25,42,900,183,29.3,1001.5,16.5,0,SSW,1.7,Aotizhongxin
20257,2015,6,23,0,138,223,14,75,1200,118,25.2,1002.4,17.1,0,ESE,1.6,Aotizhongxin
20269,2015,6,23,12,280,280,29,56,2400,182,27.8,1003.1,18.8,0,ESE,2.1,Aotizhongxin
20281,2015,6,24,0,163,197,22,29,1100,181,27.7,1002,18.4,0,SSW,1.8,Aotizhongxin
20293,2015,6,24,12,142,142,9,60,1000,65,25.5,1001.9,18.4,0,WSW,1.5,Aotizhongxin
20305,2015,6,25,0,88,116,6,105,800,12,23.2,1000.3,17.9,0,ENE,1.2,Aotizhongxin
20317,2015,6,25,12,184,184,9,71,1200,102,25.5,997.9,18.7,0,SE,1.7,Aotizhongxin
20329,2015,6,26,0,123,123,2,39,700,109,24.1,995.3,18.5,0,WSW,1.4,Aotizhongxin
20341,2015,6,26,12,113,113,2,35,800,154,26.6,997,20,0,NW,1.4,Aotizhongxin
20353,2015,6,27,0,18,18,2,47,400,76,21.1,998.8,19.6,0,ESE,0.8,Aotizhongxin
20365,2015,6,27,12,91,93,5,42,800,85,26.6,1001.7,20.4,0,NW,0.9,Aotizhongxin
20377,2015,6,28,0,107,107,7,58,700,63,25.4,1002.9,20,0,S,0.8,Aotizhongxin
20389,2015,6,28,12,196,196,10,33,1500,158,28.7,1002.5,22,0,E,1.9,Aotizhongxin
20401,2015,6,29,0,192,192,16,40,1400,132,26.4,999.7,20.5,0,SE,1.5,Aotizhongxin
20413,2015,6,29,12,207,207,11,91,NA,64,25.9,1000,21.3,0,ENE,2.7,Aotizhongxin
20425,2015,6,30,0,23,23,2,49,700,29,19.5,1003.9,17.8,0,WSW,1.1,Aotizhongxin
20437,2015,6,30,12,11,11,2,32,700,63,22,1000.1,14.9,0,WSW,2.9,Aotizhongxin
20449,2015,7,1,0,18,57,2,58,600,50,19.7,993.1,16.2,0,NW,0.4,Aotizhongxin
20461,2015,7,1,12,24,24,7,13,400,109,31.3,992.8,10.6,0,WNW,3.8,Aotizhongxin
20473,2015,7,2,0,6,8,2,45,400,33,23.1,997.3,10.5,0,NW,2.2,Aotizhongxin
20485,2015,7,2,12,8,8,2,11,200,104,30.5,997.9,8.8,0,WNW,5.4,Aotizhongxin
20497,2015,7,3,0,14,42,2,84,600,2,20.8,1001.4,10.6,0,E,2.2,Aotizhongxin
20509,2015,7,3,12,16,24,2,21,300,114,28.2,1004.9,9.5,0,S,1.6,Aotizhongxin
20521,2015,7,4,0,19,61,11,36,900,85,23.1,1005.8,9.5,0,SSW,2.3,Aotizhongxin
20533,2015,7,4,12,32,58,9,46,500,83,25.6,1005.3,9.4,0,SW,2.2,Aotizhongxin
20545,2015,7,5,0,70,74,3,107,800,8,18.2,1006.3,17.4,0,ENE,1.3,Aotizhongxin
20557,2015,7,5,12,74,74,33,29,1500,170,26.6,1006,12.6,0,N,1.2,Aotizhongxin
20569,2015,7,6,0,59,78,8,47,600,100,23.1,1006.7,16.9,0,SSE,1.3,Aotizhongxin
20581,2015,7,6,12,69,69,13,40,1100,163,28.1,1007,14.7,0,SE,1.5,Aotizhongxin
20593,2015,7,7,0,70,74,14,33,1200,140,24.5,1005.9,16.5,0,SSE,1.1,Aotizhongxin
20605,2015,7,7,12,90,90,13,53,900,163,28.9,1004.7,16.5,0,WSW,2.7,Aotizhongxin
20617,2015,7,8,0,75,119,7,42,700,131,25.2,1005.3,16.9,0,SE,1.2,Aotizhongxin
20629,2015,7,8,12,176,176,13,51,1300,217,30.1,1006.3,18.8,0,S,2.4,Aotizhongxin
20641,2015,7,9,0,65,100,13,70,900,58,25.6,1008.1,16.7,0,ESE,0.8,Aotizhongxin
20653,2015,7,9,12,NA,NA,NA,NA,NA,NA,30.4,1009.1,16,0,SE,2.6,Aotizhongxin
20665,2015,7,10,0,32,90,9,58,500,82,25.9,1007.9,12.4,0,SSW,1.6,Aotizhongxin
20677,2015,7,10,12,54,54,9,34,700,192,29.6,1007.4,17.8,0,SE,2.6,Aotizhongxin
20689,2015,7,11,0,80,102,17,54,700,113,26.6,1005.2,19,0,ENE,1.3,Aotizhongxin
20701,2015,7,11,12,164,164,26,60,2200,216,31.2,1003.7,20.8,0,S,2.2,Aotizhongxin
20713,2015,7,12,0,90,166,7,84,800,106,28.9,1000,19,0,SSW,1.4,Aotizhongxin
20725,2015,7,12,12,156,156,13,42,1200,325,34,994.9,19.7,0,NW,1.4,Aotizhongxin
20737,2015,7,13,0,72,125,4,109,1000,82,26.2,992.9,20.5,0,NE,0,Aotizhongxin
20749,2015,7,13,12,NA,5,3,27,400,240,36.1,994.2,11,0,ESE,1.9,Aotizhongxin
20761,2015,7,14,0,83,150,12,90,1000,159,32.8,995.9,15.3,0,S,1.8,Aotizhongxin
20773,2015,7,14,12,30,31,2,46,600,232,33.1,999.9,15.6,0,ESE,1.7,Aotizhongxin
20785,2015,7,15,0,22,22,3,58,500,122,28.1,1000.8,13.6,0,NW,1.9,Aotizhongxin
20797,2015,7,15,12,42,103,3,90,1000,76,28.3,1002.5,17.2,0,SW,0.4,Aotizhongxin
20809,2015,7,16,0,48,126,3,72,800,96,26.8,1002.4,17,0,NNW,2.4,Aotizhongxin
20821,2015,7,16,12,36,53,2,45,900,120,23.6,1003.9,18.7,0,N,3.4,Aotizhongxin
20833,2015,7,17,0,24,39,2,45,600,79,21.8,1003.9,20.8,15.4,NNW,3,Aotizhongxin
20845,2015,7,17,12,26,26,2,51,800,63,21.6,1004,19.5,0.8,NNW,1.9,Aotizhongxin
20857,2015,7,18,0,92,92,2,56,1300,89,23.1,1002.1,20.8,0.1,NW,1.6,Aotizhongxin
20869,2015,7,18,12,47,47,2,46,700,108,24.9,1003.1,19.9,0,E,1.4,Aotizhongxin
20881,2015,7,19,0,48,48,2,67,800,102,22,1002.9,21,0.1,ESE,0.8,Aotizhongxin
20893,2015,7,19,12,114,114,2,47,1300,92,24.9,1004.3,22.8,0,WNW,1.6,Aotizhongxin
20905,2015,7,20,0,89,89,2,58,800,66,22.7,1004.6,21.7,0,ENE,0.6,Aotizhongxin
20917,2015,7,20,12,97,97,2,54,1400,72,25.9,1004.3,22,0,E,1.7,Aotizhongxin
20929,2015,7,21,0,146,146,2,55,1300,123,24.3,1002.7,22.7,0.2,SE,0.9,Aotizhongxin
20941,2015,7,21,12,184,184,2,57,1400,120,27.7,1001.6,23.3,0,SE,1.2,Aotizhongxin
20953,2015,7,22,0,65,65,2,57,800,86,23.3,1000.8,20.1,0,WSW,1.6,Aotizhongxin
20965,2015,7,22,12,93,93,4,80,1100,115,28.6,999.9,20.6,0,SE,1.1,Aotizhongxin
20977,2015,7,23,0,24,24,2,61,700,86,21.9,1001,21.2,0,ESE,0.6,Aotizhongxin
20989,2015,7,23,12,51,51,2,63,1000,105,26.4,1000.4,21.4,0,ESE,1.1,Aotizhongxin
21001,2015,7,24,0,34,44,2,95,700,32,24.5,999,20.6,0,ENE,1.1,Aotizhongxin
21013,2015,7,24,12,103,103,NA,46,1200,122,27.6,997.7,21.4,0,ESE,0.7,Aotizhongxin
21025,2015,7,25,0,77,107,6,115,1200,10,25.1,997.5,20.4,0,SE,1.2,Aotizhongxin
21037,2015,7,25,12,127,127,7,54,1200,205,30.7,996.8,20.6,0,WSW,1.5,Aotizhongxin
21049,2015,7,26,0,138,153,12,33,1000,160,29.3,996.8,22.5,0,SSW,2.5,Aotizhongxin
21061,2015,7,26,12,115,115,9,23,1000,212,32.1,999.8,23.1,0,E,1.5,Aotizhongxin
21073,2015,7,27,0,105,159,6,106,1300,49,27.7,1000.4,22.6,0,ENE,1.4,Aotizhongxin
21085,2015,7,27,12,68,105,4,60,800,160,30.8,1000.6,22.4,0,E,2.2,Aotizhongxin
21097,2015,7,28,0,38,38,2,26,500,135,23.7,1000.8,22.9,1.6,NE,1.1,Aotizhongxin
21109,2015,7,28,12,39,39,2,39,700,108,28.2,999.5,22.4,0,SE,0.8,Aotizhongxin
21121,2015,7,29,0,96,106,2,108,1000,37,26.7,999,23.8,0,NNW,1.2,Aotizhongxin
21133,2015,7,29,12,100,100,2,35,800,187,30.9,997.6,23.8,0,NE,1.5,Aotizhongxin
21145,2015,7,30,0,63,63,2,31,600,124,24.8,998.4,22.1,6.9,WSW,2.7,Aotizhongxin
21157,2015,7,30,12,73,119,2,49,1300,90,25.5,1001.1,22.8,0.9,ENE,1,Aotizhongxin
21169,2015,7,31,0,31,31,2,47,400,71,23,1002.5,20,0,NE,1.5,Aotizhongxin
21181,2015,7,31,12,20,20,2,18,400,135,27.8,1003.8,19.8,0,ENE,2.1,Aotizhongxin
21193,2015,8,1,0,53,81,2,65,800,86,25.2,1003.1,22.3,0,N,0.3,Aotizhongxin
21205,2015,8,1,12,NA,94,5,59,1400,97,26.7,1003.6,21.7,0,WSW,1.6,Aotizhongxin
21217,2015,8,2,0,NA,42,2,71,1200,40,23.8,999.9,22.6,0,WSW,1.9,Aotizhongxin
21229,2015,8,2,12,NA,84,2,52,1000,57,26.5,998.6,23.6,0,SE,1.1,Aotizhongxin
21241,2015,8,3,0,NA,52,2,46,1100,65,26,999,24.4,0,E,0.6,Aotizhongxin
21253,2015,8,3,12,NA,NA,NA,NA,NA,NA,28.4,998.3,22.6,0,ESE,1,Aotizhongxin
21265,2015,8,4,0,9,16,2,35,100,62,23.7,998,13.3,0,NNW,1.6,Aotizhongxin
21277,2015,8,4,12,19,50,4,63,500,86,30.9,997.2,16.1,0,WNW,1.7,Aotizhongxin
21289,2015,8,5,0,54,124,6,52,600,95,26.4,997.6,21.2,0,S,1.3,Aotizhongxin
21301,2015,8,5,12,142,171,5,92,1100,120,29.5,998.5,22.7,0,E,2.2,Aotizhongxin
21313,2015,8,6,0,21,21,2,21,300,128,20.8,1001.5,18.9,0,N,1.8,Aotizhongxin
21325,2015,8,6,12,18,41,3,28,700,116,28.3,1003.1,19.2,0,NNE,1.3,Aotizhongxin
21337,2015,8,7,0,97,108,5,55,1400,81,25.5,1006,21.8,0,E,1.6,Aotizhongxin
21349,2015,8,7,12,125,125,5,40,1400,114,29,1008.5,23.2,0,E,1.7,Aotizhongxin
21361,2015,8,8,0,23,23,2,40,800,70,19.4,1010.2,18.7,0,NE,0.2,Aotizhongxin
21373,2015,8,8,12,23,26,2,32,700,104,27.6,1009.6,17.7,0,SSW,1.4,Aotizhongxin
21385,2015,8,9,0,82,125,2,138,1400,9,23.8,1007.6,22.6,0,SW,0.2,Aotizhongxin
21397,2015,8,9,12,38,52,6,29,800,148,31.4,1007.1,19.4,0,SW,1.4,Aotizhongxin
21409,2015,8,10,0,81,132,3,70,1200,70,25.8,1005.8,23.5,0,E,1.1,Aotizhongxin
21421,2015,8,10,12,21,21,3,20,800,139,32.1,1005.9,19,0,NNE,1.8,Aotizhongxin
21433,2015,8,11,0,110,186,5,63,1700,99,26,1005.4,22.9,0,E,2.1,Aotizhongxin
21445,2015,8,11,12,98,106,10,32,1700,225,31.7,1004.9,22.1,0,SW,1.7,Aotizhongxin
21457,2015,8,12,0,93,153,7,34,1300,135,28.1,1003.5,20.9,0,WSW,2.6,Aotizhongxin
21469,2015,8,12,12,63,84,5,37,1200,227,33.2,1002.2,22,0,SSE,1.5,Aotizhongxin
21481,2015,8,13,0,113,195,12,42,1200,134,28.4,1001,21.2,0,SSE,1.7,Aotizhongxin
21493,2015,8,13,12,147,185,15,45,1600,202,31.2,999.7,23.1,0,WNW,1.6,Aotizhongxin
21505,2015,8,14,0,95,95,5,42,1500,110,29.3,997.6,21,0,SW,4,Aotizhongxin
21517,2015,8,14,12,23,23,11,17,300,106,31.8,999.3,13.1,0,NW,3,Aotizhongxin
21529,2015,8,15,0,60,138,9,72,500,67,23.9,1000.3,19.4,0,SW,0.1,Aotizhongxin
21541,2015,8,15,12,8,12,3,21,500,113,31.9,1001.5,11.7,0,NNE,2.4,Aotizhongxin
21553,2015,8,16,0,23,79,7,61,700,99,27.3,1001.2,16,0,WSW,1.1,Aotizhongxin
21565,2015,8,16,12,25,79,7,33,600,205,31.5,1001.7,17.4,0,SW,1.4,Aotizhongxin
21577,2015,8,17,0,71,136,19,35,1200,152,29.2,1000.7,19.2,0,SW,2.7,Aotizhongxin
21589,2015,8,17,12,NA,NA,NA,41,NA,NA,31.6,1002.4,19.3,0,W,1.5,Aotizhongxin
21601,2015,8,18,0,95,185,5,31,1000,112,28.1,1003.7,21.9,0,WSW,1.6,Aotizhongxin
21613,2015,8,18,12,63,144,6,68,1100,76,28.6,1007.3,17.5,0,SSW,2.4,Aotizhongxin
21625,2015,8,19,0,38,77,3,46,700,70,23.7,1006.6,17.7,0,SSE,0.9,Aotizhongxin
21637,2015,8,19,12,71,71,2,35,800,114,25.7,1007.5,19.1,0,E,1.7,Aotizhongxin
21649,2015,8,20,0,31,31,2,37,600,82,22.5,1006.9,16.5,0,NNE,1.8,Aotizhongxin
21661,2015,8,20,12,54,56,2,22,700,175,29.1,1004.2,17.6,0,WSW,1,Aotizhongxin
21673,2015,8,21,0,20,30,2,33,500,73,26.1,1003.7,12.9,0,N,1.9,Aotizhongxin
21685,2015,8,21,12,14,21,4,27,500,125,31.4,1000.9,13.2,0,SW,1.1,Aotizhongxin
21697,2015,8,22,0,26,54,3,72,700,38,26.2,1000.3,15.3,0,NNE,1.5,Aotizhongxin
21709,2015,8,22,12,10,12,2,12,500,103,30.2,1001.8,15.9,0,NNE,3.1,Aotizhongxin
21721,2015,8,23,0,78,85,15,34,2400,76,23.4,1004,18.3,0,E,1.2,Aotizhongxin
21733,2015,8,23,12,15,29,4,18,600,98,25.7,1005.3,18.1,0,ENE,2.4,Aotizhongxin
21745,2015,8,24,0,17,40,2,35,500,43,21.2,1007.3,17.6,0,ESE,0.4,Aotizhongxin
21757,2015,8,24,12,12,12,2,9,500,99,27.6,1007.4,15.9,0,ENE,2.4,Aotizhongxin
21769,2015,8,25,0,25,61,2,41,600,51,22.5,1007,18.7,0,NE,0,Aotizhongxin
21781,2015,8,25,12,15,15,2,14,500,98,28.7,1006.3,15.6,0,NE,2,Aotizhongxin
21793,2015,8,26,0,16,33,2,43,500,39,22.5,1006.2,17.8,0,NW,0.3,Aotizhongxin
21805,2015,8,26,12,11,11,2,14,500,114,29,1005.6,15.9,0,NE,1.9,Aotizhongxin
21817,2015,8,27,0,15,30,2,56,700,37,22.8,1005.4,17.9,0,N,1.1,Aotizhongxin
21829,2015,8,27,12,8,8,2,13,400,115,29.7,1005.6,14.3,0,WNW,1.2,Aotizhongxin
21841,2015,8,28,0,26,60,2,83,800,18,22.5,1005,18.5,0,E,1.4,Aotizhongxin
21853,2015,8,28,12,12,17,2,14,500,112,30.1,1003.4,15.8,0,ENE,1.9,Aotizhongxin
21865,2015,8,29,0,25,61,2,46,600,80,22.5,1005,15.3,0,E,2.6,Aotizhongxin
21877,2015,8,29,12,20,29,2,30,500,140,29,1005.1,15.2,0,SSW,1.6,Aotizhongxin
21889,2015,8,30,0,48,86,2,42,1200,93,23.6,1006.3,18.7,0,ESE,1.7,Aotizhongxin
21901,2015,8,30,12,31,37,2,29,1200,86,21.4,1008.4,18.2,0.4,ENE,1.9,Aotizhongxin
21913,2015,8,31,0,47,47,2,37,1000,45,21.4,1008.8,18.6,0,NW,1.4,Aotizhongxin
21925,2015,8,31,12,27,27,2,20,700,64,20.2,1009.3,18.5,10.9,ESE,1.2,Aotizhongxin
21937,2015,9,1,0,10,10,2,18,600,76,18.6,1009.2,17.6,0.9,N,1.9,Aotizhongxin
21949,2015,9,1,12,9,9,2,22,600,55,21.7,1009.5,17.5,0,NE,2.6,Aotizhongxin
21961,2015,9,2,0,10,24,2,38,600,18,20.7,1009.2,18.1,0,W,0.9,Aotizhongxin
21973,2015,9,2,12,5,7,2,6,300,84,28.6,1009,15.2,0,NNE,2.9,Aotizhongxin
21985,2015,9,3,0,16,41,2,68,700,20,20.7,1009.1,18.6,0,E,0.7,Aotizhongxin
21997,2015,9,3,12,9,11,2,8,400,97,29.7,1010.4,15.4,0,NE,1.3,Aotizhongxin
22009,2015,9,4,0,38,74,2,25,1100,109,24.2,1009.8,19.5,0,SSE,1.7,Aotizhongxin
22021,2015,9,4,12,79,90,6,44,3000,60,23.3,1008.2,19.5,0,E,2.7,Aotizhongxin
22033,2015,9,5,0,17,17,2,18,900,93,18.6,1006.8,18.1,3.2,ESE,2.7,Aotizhongxin
22045,2015,9,5,12,27,27,2,39,1000,66,17.7,1006.8,16.4,0,E,2.2,Aotizhongxin
22057,2015,9,6,0,18,18,2,44,600,50,18.9,1008.4,14.4,0,NW,2,Aotizhongxin
22069,2015,9,6,12,15,28,2,19,600,99,25.9,1009.7,14.7,0,WSW,1.7,Aotizhongxin
22081,2015,9,7,0,30,72,2,103,900,9,19.2,1008.6,16.6,0,W,1.1,Aotizhongxin
22093,2015,9,7,12,20,23,2,34,700,95,27.2,1008.8,15.6,0,SSE,1.9,Aotizhongxin
22105,2015,9,8,0,40,85,5,56,800,97,20.4,1009.8,15.4,0,SSE,0.7,Aotizhongxin
22117,2015,9,8,12,59,59,15,67,1000,136,26.7,1010.8,12.7,0,WSW,3.7,Aotizhongxin
22129,2015,9,9,0,87,165,4,152,1700,31,21.4,1012.8,16.4,0,NE,1.1,Aotizhongxin
22141,2015,9,9,12,38,50,2,45,900,74,24.6,1015.4,15,0,ENE,2.6,Aotizhongxin
22153,2015,9,10,0,8,8,2,27,400,44,19.7,1018.5,12.5,0,NNE,1.5,Aotizhongxin
22165,2015,9,10,12,9,9,2,36,600,37,16.7,1019.2,13.4,0.7,NW,2.5,Aotizhongxin
22177,2015,9,11,0,9,9,2,44,300,37,13.9,1015.2,10.7,0.1,NNE,1.2,Aotizhongxin
22189,2015,9,11,12,7,7,5,16,400,69,20.6,1011.8,10.7,0,NNE,2.2,Aotizhongxin
22201,2015,9,12,0,12,12,2,76,600,9,16.4,1011.6,9.1,0,WNW,3,Aotizhongxin
22213,2015,9,12,12,7,7,4,16,400,72,22.4,1014,4.4,0,NW,3.7,Aotizhongxin
22225,2015,9,13,0,18,70,4,86,900,18,18.7,1012.1,9.2,0,W,1.8,Aotizhongxin
22237,2015,9,13,12,18,29,5,53,700,62,27.4,1012.5,8.8,0,W,1.2,Aotizhongxin
22249,2015,9,14,0,38,91,8,67,700,59,21.2,1011.9,11.8,0,WSW,1.7,Aotizhongxin
22261,2015,9,14,12,119,185,12,160,1600,46,25,1014.8,13.5,0,SSE,2.1,Aotizhongxin
22273,2015,9,15,0,85,108,13,87,1200,76,18.4,1016.4,12.8,0,SSE,1.3,Aotizhongxin
22285,2015,9,15,12,126,135,26,65,1400,137,24.1,1016.2,14.8,0,E,1,Aotizhongxin
22297,2015,9,16,0,124,153,2,191,1900,3,16.3,1014.6,14.5,0,NE,0,Aotizhongxin
22309,2015,9,16,12,178,178,14,82,1600,127,24.6,1014.6,14.7,0,SSW,1.2,Aotizhongxin
22321,2015,9,17,0,NA,NA,NA,NA,NA,NA,17.8,1013.6,15.8,0,NE,0.4,Aotizhongxin
22333,2015,9,17,12,169,187,15,60,1600,164,24.5,1013.4,16.5,0,E,0.8,Aotizhongxin
22345,2015,9,18,0,241,272,8,145,2000,36,21,1012.3,18,0,ENE,1,Aotizhongxin
22357,2015,9,18,12,44,44,7,32,1000,98,27.2,1012.8,15.6,0,NNE,2.1,Aotizhongxin
22369,2015,9,19,0,32,62,4,108,800,2,17.8,1013.6,15.2,0,WNW,1,Aotizhongxin
22381,2015,9,19,12,14,36,2,35,500,81,26.7,1013.8,9.1,0,SSW,1.2,Aotizhongxin
22393,2015,9,20,0,91,162,13,104,1600,58,22,1011.1,15.8,0,SSW,2.3,Aotizhongxin
22405,2015,9,20,12,111,183,10,112,1700,36,24.9,1009.3,17.6,0,SW,2,Aotizhongxin
22417,2015,9,21,0,67,117,12,74,900,74,19.7,1007.9,14.3,0,SE,0.9,Aotizhongxin
22429,2015,9,21,12,143,195,12,153,2200,40,26,1007.4,12.4,0,SW,1.8,Aotizhongxin
22441,2015,9,22,0,141,184,30,100,3000,71,20.9,1007.1,15,0,ESE,1.6,Aotizhongxin
22453,2015,9,22,12,206,212,19,83,1800,77,23.4,1005,16.9,0,SSE,2.4,Aotizhongxin
22465,2015,9,23,0,25,25,2,51,900,56,16.7,1006,15.4,0,ENE,1,Aotizhongxin
22477,2015,9,23,12,22,29,2,33,600,75,24.1,1005.6,14.8,0,SSE,1.1,Aotizhongxin
22489,2015,9,24,0,67,116,2,106,1200,28,19.3,1005.8,16.3,0,E,0.7,Aotizhongxin
22501,2015,9,24,12,191,243,8,74,2100,36,22,1006.2,17.6,0,E,1.3,Aotizhongxin
22513,2015,9,25,0,22,22,2,50,700,75,16.4,1006.1,15.3,0.3,ESE,1.8,Aotizhongxin
22525,2015,9,25,12,8,8,2,16,400,81,24.1,1007.1,1.7,0,NW,4.2,Aotizhongxin
22537,2015,9,26,0,33,38,4,91,1100,2,12.6,1009.1,8.3,0,E,1.2,Aotizhongxin
22549,2015,9,26,12,27,61,6,63,900,48,23.5,1009.9,8.4,0,E,1,Aotizhongxin
22561,2015,9,27,0,74,140,9,108,1100,42,17.3,1008.7,11.6,0,SE,1.2,Aotizhongxin
22573,2015,9,27,12,62,79,8,42,1000,126,26.2,1010.6,10.4,0,NE,1.7,Aotizhongxin
22585,2015,9,28,0,33,51,2,96,900,28,21.2,1014.1,12.3,0,NW,2.6,Aotizhongxin
22597,2015,9,28,12,53,53,9,55,2100,53,17.4,1020,13.5,0,ENE,2.3,Aotizhongxin
22609,2015,9,29,0,82,82,8,92,2200,2,15.5,1023.1,14,0,NE,0.9,Aotizhongxin
22621,2015,9,29,12,44,44,3,48,NA,20,15.3,1026.1,13.8,2.3,ENE,2,Aotizhongxin
22633,2015,9,30,0,20,20,3,68,800,2,13.8,1022.4,13.5,0.3,E,1.1,Aotizhongxin
22645,2015,9,30,12,23,23,7,33,NA,65,19.7,1015.9,11.7,0,SW,2.3,Aotizhongxin
22657,2015,10,1,0,41,41,3,39,800,22,14.7,1006.9,13.7,0,W,1.7,Aotizhongxin
22669,2015,10,1,12,8,32,4,11,300,74,18.5,1009.6,0.1,0,WNW,8.2,Aotizhongxin
22681,2015,10,2,0,22,73,4,97,900,2,11.7,1008.7,7.4,0,WNW,0.8,Aotizhongxin
22693,2015,10,2,12,21,49,3,27,500,79,24.3,1006,5.6,0,WNW,3.5,Aotizhongxin
22705,2015,10,3,0,46,93,2,104,1300,4,15.6,1010.6,9,0,NE,0.5,Aotizhongxin
22717,2015,10,3,12,27,75,7,48,900,62,22.4,1017.2,6.6,0,SSW,2.8,Aotizhongxin
22729,2015,10,4,0,58,125,3,122,1300,4,14.2,1018.5,12.1,0,ENE,0.7,Aotizhongxin
22741,2015,10,4,12,92,137,14,91,1600,42,21.4,1019.1,12.5,0,NW,0.7,Aotizhongxin
22753,2015,10,5,0,185,199,2,155,1900,2,14.8,1017.2,13.3,0,NNW,0.7,Aotizhongxin
22765,2015,10,5,12,245,254,21,77,2200,121,21.6,1014.4,14.3,0,WSW,0.8,Aotizhongxin
22777,2015,10,6,0,361,364,2,199,3200,2,15.7,1013.2,14.9,0,NNE,1.2,Aotizhongxin
22789,2015,10,6,12,281,281,14,69,2100,177,23.1,1012.7,14.6,0,SW,1,Aotizhongxin
22801,2015,10,7,0,370,370,5,223,3400,3,17.1,1010.9,15.8,0,NE,0.3,Aotizhongxin
22813,2015,10,7,12,310,310,9,130,2400,72,22.7,1010.1,16.9,0,NE,1.1,Aotizhongxin
22825,2015,10,8,0,7,32,2,2,300,60,18.8,1014.7,-8.4,0,NNW,3.7,Aotizhongxin
22837,2015,10,8,12,NA,9,2,NA,300,57,16.9,1017.6,-5.6,0,W,4.7,Aotizhongxin
22849,2015,10,9,0,32,72,3,68,400,5,12,1010.3,-0.9,0,WSW,1.8,Aotizhongxin
22861,2015,10,9,12,7,40,4,4,300,73,19.1,1006.2,-4.4,0,WNW,6.2,Aotizhongxin
22873,2015,10,10,0,10,10,2,9,200,42,11.1,1010.9,-5.4,0,N,3.4,Aotizhongxin
22885,2015,10,10,12,9,18,2,7,300,71,14.4,1014,-5.9,0,NNW,6.3,Aotizhongxin
22897,2015,10,11,0,6,15,3,17,300,57,14.4,1011.7,-4.4,0,WNW,3.9,Aotizhongxin
22909,2015,10,11,12,12,24,2,11,300,86,19.7,1013.8,1.1,0,NW,5.1,Aotizhongxin
22921,2015,10,12,0,8,9,2,26,300,56,18.2,1017,-3.9,0,N,3.2,Aotizhongxin
22933,2015,10,12,12,12,19,4,28,400,70,22.5,1017.4,-0.9,0,W,3.8,Aotizhongxin
22945,2015,10,13,0,28,65,4,107,1100,3,12.2,1016.2,4.9,0,NNE,0.9,Aotizhongxin
22957,2015,10,13,12,19,42,9,47,700,59,24.2,1016.6,2.3,0,WNW,1.4,Aotizhongxin
22969,2015,10,14,0,96,202,8,142,2100,5,12.6,1014.2,8.3,0,NNE,1.3,Aotizhongxin
22981,2015,10,14,12,118,143,45,115,3100,41,19.9,1013.7,7.6,0,ENE,1.8,Aotizhongxin
22993,2015,10,15,0,145,198,7,173,2700,3,12,1013.4,10.6,0,ESE,0.5,Aotizhongxin
23005,2015,10,15,12,83,83,21,75,1300,79,22.4,1013.3,8.1,0,W,1.2,Aotizhongxin
23017,2015,10,16,0,150,182,5,189,2100,2,12.7,1013.7,11.1,0,ENE,1.1,Aotizhongxin
23029,2015,10,16,12,198,218,25,91,2200,127,20.6,1014.1,11.5,0,ENE,1.4,Aotizhongxin
23041,2015,10,17,0,324,324,7,228,3200,3,13.2,1013.4,12.4,0,ESE,0.7,Aotizhongxin
23053,2015,10,17,12,304,304,44,109,2700,97,19.6,1012.8,10.8,0,N,1.9,Aotizhongxin
23065,2015,10,18,0,335,335,8,191,3200,3,12.7,1016.4,11.6,0,NNE,1,Aotizhongxin
23077,2015,10,18,12,32,57,9,41,700,51,17.3,1022,4.9,0,SE,2.5,Aotizhongxin
23089,2015,10,19,0,22,49,7,46,600,32,12.7,1018.3,3.9,0,SW,2.5,Aotizhongxin
23101,2015,10,19,12,55,94,10,79,1100,25,17.1,1011.6,7.2,0,NNW,0.9,Aotizhongxin
23113,2015,10,20,0,131,185,4,114,2100,3,10.8,1011.8,9.6,0,NE,0.7,Aotizhongxin
23125,2015,10,20,12,76,92,25,90,2400,10,13.6,1015.4,5.2,0,E,2.2,Aotizhongxin
23137,2015,10,21,0,66,66,5,40,1200,36,11,1015.7,9.1,0,NNE,1.5,Aotizhongxin
23149,2015,10,21,12,41,41,5,53,900,18,10.3,1021.2,8.4,0,ESE,2.2,Aotizhongxin
23161,2015,10,22,0,66,66,4,63,1900,3,10.4,1021.8,9.3,0,ESE,0.7,Aotizhongxin
23173,2015,10,22,12,9,9,2,48,700,36,10.1,1021.4,5.1,0,NNW,1.2,Aotizhongxin
23185,2015,10,23,0,39,39,2,77,800,2,9.2,1017.1,7.3,0,NW,0,Aotizhongxin
23197,2015,10,23,12,61,61,3,92,1300,24,16.5,1013.9,9.2,0,W,1.8,Aotizhongxin
23209,2015,10,24,0,80,80,2,83,1700,2,10.5,1014.6,9.7,0,ENE,0.4,Aotizhongxin
23221,2015,10,24,12,40,40,5,43,900,57,18.5,1022.6,2.3,0,SSE,2.7,Aotizhongxin
